image,k
000000233134.jpg,0.8121214509010315
000000012013.jpg,0.28705278038978577
000000364332.jpg,1.058432698249817
000000176204.jpg,0.2658032476902008
000000049246.jpg,0.20966163277626038
000000019216.jpg,1.0695937871932983
000000186732.jpg,0.5422104597091675
000000115527.jpg,0.7245088815689087
000000458211.jpg,0.7807323932647705
000000026102.jpg,0.6288257837295532
000000183755.jpg,1.0823884010314941
000000109789.jpg,0.4584822952747345
000000024083.jpg,0.8089371919631958
000000110711.jpg,0.6992694139480591
000000100587.jpg,0.9270657300949097
000000107310.jpg,0.2217622995376587
000000139570.jpg,1.2382785081863403
000000342308.jpg,0.5817716717720032
000000196933.jpg,0.9058866500854492
000000362058.jpg,0.966414213180542
000000453358.jpg,0.7271766662597656
000000233028.jpg,0.8782289624214172
000000266940.jpg,0.25104641914367676
000000207583.jpg,0.9992133975028992
000000079999.jpg,1.2232388257980347
000000365335.jpg,0.8833169937133789
000000044872.jpg,1.0656161308288574
000000309593.jpg,1.0692071914672852
000000426213.jpg,1.021572232246399
000000074198.jpg,1.096686840057373
000000230937.jpg,1.130953073501587
000000177084.jpg,1.0679986476898193
000000136936.jpg,1.0115915536880493
000000134696.jpg,1.145632266998291
000000408904.jpg,1.1836402416229248
000000084915.jpg,0.4808219075202942
000000310028.jpg,1.0423089265823364
000000451723.jpg,0.13578735291957855
000000255052.jpg,0.47078052163124084
000000501996.jpg,0.8515398502349854
000000136545.jpg,0.9383845329284668
000000190658.jpg,1.2516041994094849
000000470905.jpg,1.1400624513626099
000000465680.jpg,0.9284199476242065
000000288990.jpg,1.1248726844787598
000000115065.jpg,0.8998706936836243
000000573755.jpg,0.14092865586280823
000000269140.jpg,0.9918214678764343
000000137760.jpg,1.24288809299469
000000199999.jpg,1.0648738145828247
000000335418.jpg,1.2228933572769165
000000151672.jpg,1.0325194597244263
000000518810.jpg,1.0327167510986328
000000108752.jpg,0.9434071779251099
000000083425.jpg,0.118618443608284
000000460155.jpg,0.3024282157421112
000000182877.jpg,1.2469321489334106
000000428070.jpg,1.129612922668457
000000298936.jpg,0.9058611392974854
000000422845.jpg,0.49875593185424805
000000157884.jpg,0.38562095165252686
000000065623.jpg,0.892524003982544
000000160024.jpg,0.494062602519989
000000370789.jpg,0.3253287971019745
000000491404.jpg,0.392129510641098
000000482238.jpg,0.3606145977973938
000000117126.jpg,1.2308276891708374
000000273214.jpg,0.8113973140716553
000000341012.jpg,0.7881811261177063
000000422366.jpg,1.0299897193908691
000000454332.jpg,1.2045425176620483
000000452405.jpg,0.7745134830474854
000000213056.jpg,0.43358421325683594
000000386563.jpg,1.0791161060333252
000000240541.jpg,0.8690943717956543
000000007881.jpg,0.13901638984680176
000000379624.jpg,0.36172741651535034
000000464318.jpg,0.9879492521286011
000000266672.jpg,0.18910017609596252
000000312715.jpg,0.6486852169036865
000000395846.jpg,1.0354981422424316
000000132146.jpg,0.1539512574672699
000000218548.jpg,1.3174853324890137
000000463634.jpg,0.7505661845207214
000000564040.jpg,0.2872156500816345
000000279007.jpg,0.9375894665718079
000000515883.jpg,0.121812604367733
000000210485.jpg,0.8807699680328369
000000545448.jpg,1.228073000907898
000000510682.jpg,0.8900249004364014
000000255533.jpg,0.31917068362236023
000000230826.jpg,1.0431143045425415
000000216488.jpg,0.37935584783554077
000000179756.jpg,1.2341164350509644
000000087469.jpg,1.1127163171768188
000000130543.jpg,0.12926191091537476
000000378141.jpg,0.9274051785469055
000000170577.jpg,0.1385764181613922
000000480577.jpg,0.4634803831577301
000000228741.jpg,0.9326441287994385
000000545957.jpg,1.2027262449264526
000000411394.jpg,0.9404045939445496
000000520426.jpg,0.6901450157165527
000000244976.jpg,0.3973653316497803
000000222514.jpg,1.2193950414657593
000000028893.jpg,0.8507193326950073
000000216354.jpg,1.0173239707946777
000000520346.jpg,0.8938437700271606
000000381299.jpg,0.7778631448745728
000000385769.jpg,0.8915700912475586
000000145484.jpg,1.0804561376571655
000000063752.jpg,0.7894363403320312
000000018016.jpg,1.073635220527649
000000062785.jpg,0.49046337604522705
000000007904.jpg,0.5767344236373901
000000282417.jpg,0.12267090380191803
000000473033.jpg,1.2486882209777832
000000230885.jpg,1.0754202604293823
000000103922.jpg,0.6307179927825928
000000198381.jpg,0.46848228573799133
000000527884.jpg,1.044960618019104
000000373445.jpg,0.8367977738380432
000000226584.jpg,1.1859456300735474
000000305941.jpg,0.46745800971984863
000000076530.jpg,0.6322322487831116
000000438020.jpg,0.8329901695251465
000000443557.jpg,0.11602123826742172
000000194825.jpg,1.1157197952270508
000000240973.jpg,0.12082943320274353
000000342901.jpg,1.056525707244873
000000072992.jpg,1.034245252609253
000000548646.jpg,0.1432074010372162
000000176156.jpg,0.8291876912117004
000000226721.jpg,0.6747088432312012
000000519001.jpg,1.175675392150879
000000195676.jpg,0.27496087551116943
000000024863.jpg,0.990899920463562
000000334619.jpg,0.5567561388015747
000000312784.jpg,1.2260639667510986
000000448213.jpg,0.6992843151092529
000000038607.jpg,1.2248761653900146
000000204928.jpg,0.6916680335998535
000000428927.jpg,0.6277253031730652
000000069287.jpg,0.9084333181381226
000000458994.jpg,0.5980088114738464
000000283326.jpg,0.11886599659919739
000000362102.jpg,1.1245330572128296
000000457333.jpg,0.6240562200546265
000000486283.jpg,0.10860104113817215
000000052398.jpg,1.0874063968658447
000000098168.jpg,1.1220048666000366
000000517810.jpg,0.6714122295379639
000000058220.jpg,0.5968060493469238
000000290795.jpg,0.4207130968570709
000000320392.jpg,0.8971483707427979
000000436876.jpg,0.1331218034029007
000000012863.jpg,1.193557620048523
000000280285.jpg,0.6260215640068054
000000013483.jpg,0.5286288857460022
000000536478.jpg,0.994181215763092
000000067421.jpg,0.3403611481189728
000000286111.jpg,0.7244119644165039
000000232744.jpg,1.1425193548202515
000000210682.jpg,0.29868656396865845
000000326942.jpg,0.5284627676010132
000000095260.jpg,0.2744206190109253
000000181580.jpg,0.2837223708629608
000000561356.jpg,1.0129063129425049
000000289863.jpg,0.9851944446563721
000000511497.jpg,0.9736480712890625
000000121147.jpg,1.1355293989181519
000000017575.jpg,0.933437705039978
000000291648.jpg,1.0925507545471191
000000564784.jpg,1.1701430082321167
000000467509.jpg,0.11296022683382034
000000484974.jpg,0.7534699440002441
000000565573.jpg,1.1446751356124878
000000186754.jpg,1.0258467197418213
000000064336.jpg,0.17041021585464478
000000300243.jpg,0.8528465628623962
000000007454.jpg,1.041504979133606
000000439405.jpg,0.3290398418903351
000000054170.jpg,0.45269227027893066
000000198454.jpg,1.1092150211334229
000000415688.jpg,1.005666732788086
000000112032.jpg,1.0975688695907593
000000075980.jpg,1.041574239730835
000000575292.jpg,1.2881001234054565
000000578028.jpg,1.141481876373291
000000186221.jpg,0.568940281867981
000000341199.jpg,0.4465334415435791
000000269773.jpg,0.6445006728172302
000000005255.jpg,1.1854854822158813
000000222723.jpg,1.120802640914917
000000438656.jpg,1.110963225364685
000000307870.jpg,0.7292590737342834
000000157725.jpg,1.1627503633499146
000000050441.jpg,1.0327372550964355
000000119518.jpg,1.1568139791488647
000000438106.jpg,0.9414573907852173
000000109233.jpg,1.1188645362854004
000000047079.jpg,0.7798185348510742
000000004638.jpg,1.1660031080245972
000000581672.jpg,0.6102895140647888
000000572619.jpg,0.9067262411117554
000000177345.jpg,0.6700404286384583
000000103777.jpg,1.0818226337432861
000000446487.jpg,0.21774086356163025
000000050793.jpg,1.040345311164856
000000275768.jpg,0.8321584463119507
000000008247.jpg,1.1765998601913452
000000086943.jpg,1.1250571012496948
000000241056.jpg,1.1407564878463745
000000443791.jpg,0.7965316772460938
000000468540.jpg,0.7375917434692383
000000428531.jpg,0.8752152919769287
000000343876.jpg,1.1612341403961182
000000313935.jpg,0.8336470127105713
000000188823.jpg,1.1060529947280884
000000240007.jpg,0.948188066482544
000000559537.jpg,0.7306105494499207
000000476695.jpg,1.1325938701629639
000000578774.jpg,0.173980712890625
000000024066.jpg,0.5902655124664307
000000218920.jpg,1.0898739099502563
000000529210.jpg,0.9129770994186401
000000021341.jpg,0.2890530228614807
000000545112.jpg,0.5023543834686279
000000203280.jpg,0.9423105716705322
000000330013.jpg,1.0901695489883423
000000343034.jpg,1.1565330028533936
000000537606.jpg,1.2203649282455444
000000150706.jpg,1.1733171939849854
000000537004.jpg,1.173669695854187
000000320259.jpg,0.70875483751297
000000202208.jpg,0.897783100605011
000000026714.jpg,1.235229253768921
000000124941.jpg,0.9297951459884644
000000440053.jpg,1.0168098211288452
000000007680.jpg,1.020038366317749
000000413437.jpg,1.0124871730804443
000000573220.jpg,0.8218971490859985
000000562562.jpg,1.094485878944397
000000570670.jpg,1.0685632228851318
000000565556.jpg,0.2728627026081085
000000466998.jpg,1.1136873960494995
000000012405.jpg,0.39654314517974854
000000517058.jpg,1.0032434463500977
000000333980.jpg,0.8852291703224182
000000461635.jpg,1.2379616498947144
000000567767.jpg,0.15454159677028656
000000141609.jpg,1.0940481424331665
000000536625.jpg,1.092163324356079
000000306379.jpg,0.4230641722679138
000000406803.jpg,0.7623024582862854
000000143708.jpg,0.8654475212097168
000000049983.jpg,0.9904971122741699
000000314171.jpg,0.2947325110435486
000000359096.jpg,1.2429176568984985
000000049276.jpg,1.1524533033370972
000000103689.jpg,0.9140893220901489
000000520250.jpg,0.5874278545379639
000000408915.jpg,1.1801551580429077
000000147641.jpg,1.2208101749420166
000000273182.jpg,0.6768598556518555
000000078022.jpg,1.1805083751678467
000000222624.jpg,0.9034183025360107
000000371446.jpg,0.8746569752693176
000000290387.jpg,0.800815224647522
000000277863.jpg,0.9356592893600464
000000053934.jpg,1.0110118389129639
000000021771.jpg,0.43706902861595154
000000449779.jpg,1.1713590621948242
000000222909.jpg,1.2081265449523926
000000451735.jpg,0.11957429349422455
000000071922.jpg,1.1338845491409302
000000112367.jpg,0.4794420003890991
000000436247.jpg,0.803449273109436
000000242318.jpg,1.1935460567474365
000000466472.jpg,1.058560848236084
000000324331.jpg,0.7901662588119507
000000408441.jpg,1.1821900606155396
000000152878.jpg,0.5000360012054443
000000120050.jpg,0.3187732398509979
000000068768.jpg,1.188655138015747
000000186972.jpg,0.748512864112854
000000225384.jpg,1.1492756605148315
000000496973.jpg,0.8151508569717407
000000280890.jpg,1.0434643030166626
000000041177.jpg,0.2911185622215271
000000574768.jpg,0.31032994389533997
000000084508.jpg,0.5124686360359192
000000426633.jpg,1.1609231233596802
000000501574.jpg,0.5822452902793884
000000227859.jpg,0.15406078100204468
000000514438.jpg,1.0246737003326416
000000412964.jpg,0.418773353099823
000000135629.jpg,0.882560670375824
000000409779.jpg,1.223986268043518
000000087257.jpg,0.2739563286304474
000000255942.jpg,1.209877848625183
000000116459.jpg,0.10765577107667923
000000403871.jpg,0.9431722164154053
000000574699.jpg,1.0318458080291748
000000353192.jpg,0.30102699995040894
000000210673.jpg,0.3549923896789551
000000532118.jpg,1.0912739038467407
000000384614.jpg,0.9051576852798462
000000109205.jpg,1.2422126531600952
000000433432.jpg,1.086983561515808
000000269626.jpg,1.2196587324142456
000000270882.jpg,0.15897753834724426
000000442499.jpg,1.1665011644363403
000000239573.jpg,1.210256576538086
000000064607.jpg,0.14884746074676514
000000409562.jpg,1.134677767753601
000000346961.jpg,1.0114362239837646
000000120931.jpg,1.0539648532867432
000000386397.jpg,1.0825903415679932
000000034182.jpg,0.9618414044380188
000000060585.jpg,0.15793398022651672
000000418240.jpg,0.6203237771987915
000000177587.jpg,1.197995662689209
000000117769.jpg,1.029087781906128
000000482271.jpg,1.0734666585922241
000000354589.jpg,0.9337664842605591
000000439505.jpg,1.0619739294052124
000000281639.jpg,1.06959867477417
000000395767.jpg,0.9024232625961304
000000511082.jpg,0.9777988195419312
000000047763.jpg,1.2908912897109985
000000533076.jpg,0.8304311037063599
000000545256.jpg,0.6759276390075684
000000497944.jpg,1.1792289018630981
000000192762.jpg,1.1235063076019287
000000233228.jpg,0.23676952719688416
000000404052.jpg,0.3082285225391388
000000537244.jpg,1.2159408330917358
000000394815.jpg,1.0052061080932617
000000377127.jpg,1.0942355394363403
000000276465.jpg,0.16826874017715454
000000261427.jpg,1.1305104494094849
000000423486.jpg,0.33864250779151917
000000052521.jpg,0.9830434322357178
000000321180.jpg,0.8952409029006958
000000411294.jpg,1.2556742429733276
000000415744.jpg,0.838578462600708
000000074580.jpg,1.0478761196136475
000000344022.jpg,0.6268652677536011
000000003111.jpg,0.8378631472587585
000000375441.jpg,1.2103140354156494
000000446174.jpg,1.2974578142166138
000000452946.jpg,0.37636297941207886
000000505208.jpg,1.2888046503067017
000000035386.jpg,0.4292990267276764
000000492536.jpg,0.8432016372680664
000000118303.jpg,0.21180889010429382
000000574058.jpg,0.8676379323005676
000000008969.jpg,0.7107974290847778
000000291080.jpg,1.0057717561721802
000000570431.jpg,0.9154651165008545
000000067372.jpg,1.0037035942077637
000000176926.jpg,1.0848478078842163
000000400647.jpg,1.2398782968521118
000000448885.jpg,0.7704530954360962
000000109762.jpg,1.1210136413574219
000000343252.jpg,0.37679851055145264
000000390960.jpg,0.6793630123138428
000000025111.jpg,1.1378439664840698
000000570533.jpg,1.215600609779358
000000362663.jpg,1.094354510307312
000000252809.jpg,1.238543152809143
000000365762.jpg,0.9789198637008667
000000377824.jpg,0.5400169491767883
000000315665.jpg,1.197938084602356
000000094756.jpg,0.24671199917793274
000000069484.jpg,0.5606397390365601
000000506676.jpg,0.26470234990119934
000000411407.jpg,1.1447187662124634
000000264754.jpg,0.3996449112892151
000000135711.jpg,0.4247804284095764
000000304358.jpg,1.1741244792938232
000000308283.jpg,0.7475120425224304
000000289017.jpg,0.8376601934432983
000000134616.jpg,0.5385804772377014
000000274610.jpg,0.6202698945999146
000000392540.jpg,1.1599128246307373
000000022445.jpg,0.30229440331459045
000000315151.jpg,1.0149258375167847
000000257967.jpg,0.3563497066497803
000000268837.jpg,0.897003710269928
000000297057.jpg,0.7879236936569214
000000392877.jpg,1.0476874113082886
000000066101.jpg,0.11901234090328217
000000037218.jpg,1.1695467233657837
000000320460.jpg,0.7336108088493347
000000240778.jpg,1.1484092473983765
000000331526.jpg,0.666219174861908
000000477134.jpg,0.9070402383804321
000000434421.jpg,0.9581328630447388
000000581908.jpg,0.907629132270813
000000488058.jpg,1.2784515619277954
000000291508.jpg,1.2090370655059814
000000066809.jpg,0.1454160213470459
000000209673.jpg,0.6670695543289185
000000275319.jpg,0.4955645203590393
000000090043.jpg,0.7945538759231567
000000152885.jpg,0.11881184577941895
000000020274.jpg,0.11359739303588867
000000104383.jpg,1.221517562866211
000000452290.jpg,0.6927896738052368
000000494294.jpg,0.5399405360221863
000000439719.jpg,0.9148873090744019
000000167181.jpg,0.8986865282058716
000000159205.jpg,0.4411541819572449
000000076235.jpg,0.91602623462677
000000128761.jpg,0.14013254642486572
000000050774.jpg,0.2606222629547119
000000471388.jpg,1.2024662494659424
000000036566.jpg,0.625819206237793
000000246373.jpg,1.1948164701461792
000000095239.jpg,0.8931024074554443
000000170650.jpg,0.8091060519218445
000000524462.jpg,0.8320807218551636
000000486068.jpg,0.8168809413909912
000000487184.jpg,0.9548896551132202
000000290534.jpg,1.1873434782028198
000000258563.jpg,0.7041454911231995
000000105541.jpg,0.27028897404670715
000000539203.jpg,0.9076319932937622
000000250110.jpg,0.5542333126068115
000000276463.jpg,0.7863079905509949
000000449193.jpg,0.9242770075798035
000000267789.jpg,0.778948962688446
000000295238.jpg,0.5320529937744141
000000499016.jpg,1.2217148542404175
000000455914.jpg,0.9719940423965454
000000130283.jpg,0.2401927411556244
000000344981.jpg,0.4588102698326111
000000116273.jpg,1.1929473876953125
000000051420.jpg,0.8793838024139404
000000059198.jpg,1.2207823991775513
000000568541.jpg,1.12312650680542
000000427327.jpg,1.1933811902999878
000000394168.jpg,0.19518877565860748
000000151728.jpg,0.8750039339065552
000000394107.jpg,0.7549537420272827
000000067238.jpg,0.634591817855835
000000240366.jpg,1.003727674484253
000000546259.jpg,1.0545912981033325
000000222293.jpg,0.1415729820728302
000000453471.jpg,0.3877582848072052
000000359920.jpg,0.8582677245140076
000000190966.jpg,1.2225399017333984
000000080298.jpg,0.7112253904342651
000000104942.jpg,1.123789668083191
000000000686.jpg,1.0529568195343018
000000038349.jpg,0.8019094467163086
000000556390.jpg,1.0588091611862183
000000238225.jpg,0.9914788007736206
000000467565.jpg,0.8564326763153076
000000419328.jpg,0.6181961297988892
000000260215.jpg,0.48014357686042786
000000351143.jpg,0.7471153736114502
000000384702.jpg,0.9573925733566284
000000367016.jpg,1.3467565774917603
000000497022.jpg,0.11894354224205017
000000504880.jpg,1.2289817333221436
000000544761.jpg,1.0179898738861084
000000484691.jpg,0.8606520891189575
000000537078.jpg,0.8650298118591309
000000432986.jpg,0.9132026433944702
000000524188.jpg,1.0099050998687744
000000377971.jpg,1.2076555490493774
000000241044.jpg,0.4422732889652252
000000545451.jpg,0.3933335542678833
000000293517.jpg,0.25158438086509705
000000062264.jpg,1.1097444295883179
000000525279.jpg,0.6622984409332275
000000412812.jpg,0.8674156665802002
000000175914.jpg,0.8260573744773865
000000493258.jpg,1.0165783166885376
000000015854.jpg,0.5526438355445862
000000185148.jpg,1.1291964054107666
000000085736.jpg,0.4566690921783447
000000294129.jpg,1.217924952507019
000000263143.jpg,1.1391820907592773
000000298022.jpg,1.1241215467453003
000000443748.jpg,0.9754730463027954
000000199848.jpg,0.30543431639671326
000000476693.jpg,0.9501878023147583
000000081011.jpg,1.06757652759552
000000066343.jpg,1.1661295890808105
000000368817.jpg,0.20796817541122437
000000098053.jpg,0.9192492961883545
000000045522.jpg,0.5706086158752441
000000528222.jpg,1.0803450345993042
000000063667.jpg,0.9342472553253174
000000508903.jpg,0.8536238074302673
000000063822.jpg,0.9014875888824463
000000562185.jpg,0.38483357429504395
000000300888.jpg,1.233033537864685
000000203374.jpg,1.031618595123291
000000319757.jpg,0.8070707321166992
000000462757.jpg,0.12485118210315704
000000466411.jpg,0.7993406057357788
000000572642.jpg,0.7262903451919556
000000558338.jpg,0.11854467540979385
000000140586.jpg,1.0452641248703003
000000119241.jpg,1.0067676305770874
000000338251.jpg,0.9329633116722107
000000373394.jpg,1.1455142498016357
000000540530.jpg,0.9996196627616882
000000062602.jpg,0.944359540939331
000000402996.jpg,0.9863582849502563
000000098699.jpg,0.8317647576332092
000000225660.jpg,0.7616941332817078
000000480610.jpg,0.7704787254333496
000000251022.jpg,1.02364981174469
000000392455.jpg,0.7733994722366333
000000549097.jpg,1.0585696697235107
000000314230.jpg,1.2356843948364258
000000397699.jpg,0.545595109462738
000000233674.jpg,0.7370458841323853
000000364318.jpg,1.3111070394515991
000000454461.jpg,1.1801776885986328
000000173143.jpg,0.12249835580587387
000000206103.jpg,0.16890035569667816
000000356493.jpg,1.1518256664276123
000000233078.jpg,1.213716745376587
000000207229.jpg,1.0657011270523071
000000573866.jpg,1.1722626686096191
000000224352.jpg,1.2130286693572998
000000333838.jpg,0.6844480037689209
000000484891.jpg,1.1785176992416382
000000418363.jpg,0.6101067066192627
000000522141.jpg,1.1501893997192383
000000325076.jpg,1.1063653230667114
000000522278.jpg,1.1971864700317383
000000122862.jpg,1.0821613073349
000000481919.jpg,0.1221337839961052
000000282024.jpg,0.19437041878700256
000000026651.jpg,1.0308996438980103
000000410449.jpg,1.023024320602417
000000011626.jpg,0.2011490762233734
000000523188.jpg,1.0611004829406738
000000523282.jpg,0.1600991040468216
000000260691.jpg,0.18462428450584412
000000026283.jpg,1.2000056505203247
000000324475.jpg,1.2188758850097656
000000167460.jpg,0.11768268793821335
000000204391.jpg,0.9777479767799377
000000549060.jpg,1.1626425981521606
000000190877.jpg,0.6829167604446411
000000489200.jpg,0.5357517004013062
000000214962.jpg,1.1217275857925415
000000271778.jpg,0.578815758228302
000000161409.jpg,0.9969671964645386
000000170667.jpg,0.24238690733909607
000000154464.jpg,1.1918768882751465
000000504765.jpg,1.4166957139968872
000000055137.jpg,0.2720382809638977
000000173626.jpg,0.9082212448120117
000000272125.jpg,0.9491747617721558
000000540948.jpg,0.15797162055969238
000000376272.jpg,0.9843589067459106
000000372041.jpg,0.9278855919837952
000000426004.jpg,0.36896345019340515
000000267508.jpg,0.5693438053131104
000000491027.jpg,1.1307435035705566
000000277803.jpg,0.8550897240638733
000000180707.jpg,1.2213037014007568
000000272231.jpg,0.16629214584827423
000000015118.jpg,0.7824122309684753
000000182921.jpg,1.016767978668213
000000003452.jpg,0.950940728187561
